Connector Code,Connector: Record ID,Connector: Source,Connector: Connector Activity,Connector: Connector Sub Category,Connector: Connector Category,Connector: Connector Type,Connector: App Registered,Oct-16,May-17,Oct-17,Dec-17,Jan-18,Feb-18,Mar-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22
HFFC-000807,aAZ9000000000zV,Customer Referral,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-001725,aAZ90000000PE5q,Employee Referral,Active,Multi brand Affordable HL,Builder Ecosystem,Real Estate Agent/Broker,0,,,,,,,,,,,,3,,,,1,1,,2,2,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,1,3,12
HFFC-017627,aAZ2j00000007EU,Branch Walk-In,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,6,3,2,3,3,,1,4,,3,1,2,1,5,3,1,5,,,,21
HFFC-016198,aAZ2j00000005PB,Connector App,Never Active,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,
HFFC-002085,aAZ90000000PEYs,,Never Active,,,,0,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-024617,aAZ2j000000L1tn,Business Development,Lead Stage,Multi brand Prime HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
HFFC-024657,aAZ2j000000L1x1,Connector App,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Tax Consultant,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,,1,,2,3,,,,1,11
HFFC-007153,aAZ0o000000Cqdx,Branch Walk-In,Dormant Connector,Multi brand Affordable HL,Construction Community,Contractor,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-030231,aAZ5i000000LMMN,Beat Mapping,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
HFFC-026579,aAZ2j000000PAwt,Business Development,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1
HFFC-025733,aAZ2j000000L3aJ,Business Development,Active,Multi brand Prime HL,Financial Connectors,Accountant,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,,2,1,7
HFFC-023979,aAZ2j000000L0qT,InternPro,Never Active,One man show,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,3
HFFC-023699,aAZ2j000000L0OK,InternPro,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
HFFC-023964,aAZ2j000000L0pG,Other,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,1,4
HFFC-028800,aAZ5i000000LDWZ,Other,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,4
HFFC-003982,aAZ0o000000PGFy,Branch Walk-In,Active,Multi brand Affordable HL,Micro Connector,Document Writer,1,,,,,,,,,,,,,,,,,,3,2,1,2,2,1,,3,3,7,1,2,1,,2,5,1,4,4,1,2,2,7,2,2,,1,,6,,,2,1,1,2,,2,,3,,,,1,,,8
HFFC-029147,aAZ5i000000LFVc,Business Development,Lead Stage,,Micro Connector,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2
HFFC-032209,aAZ5i000000LV2n,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
HFFC-026230,aAZ2j000000L4O9,Connector App,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,2,,7
HFFC-011618,aAZ0o000000PNOA,Outdoor Ad,Dormant Connector,Multi brand Prime HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-019542,aAZ2j00000009hJ,Business Development,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,2,5,4,6,3,8,38
HFFC-016242,aAZ2j00000005Se,Connector App,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,2,,1,3,2,1,,1,1,,,,,,,,,,,,,,,,
HFFC-031056,aAZ5i000000LT4y,Business Development,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4
HFFC-004237,aAZ0o000000PGmq,Paper Inserts,Never Active,Multi brand Affordable HL,Micro Connector,Other,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-009495,aAZ0o000000Gq5M,Outdoor Ad,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Tax Consultant,0,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-026064,aAZ2j000000L47S,Employee Referral,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,8,4,,2,2,3,5,38
HFFC-018347,aAZ2j000000089u,Connector App,Never Active,One man show,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
HFFC-000452,aAZ9000000000Wi,Other,Active,Multi brand Affordable HL,Builder Ecosystem,Builder Employee,1,,,,,,,,,4,2,7,13,19,,5,2,,2,,4,4,2,9,3,18,5,14,12,12,4,,,,,,10,6,3,,7,7,3,4,,,4,5,2,3,2,1,2,,,,,1,2,,,3,,8
HFFC-002582,aAZ90000000PFCx,Other,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-025675,aAZ2j000000L3TI,Connector App,Never Active,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2
HFFC-015272,aAZ2j00000004DE,Business Development,Active,,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,17
HFFC-030830,aAZ5i000000LQxX,,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
HFFC-031343,aAZ5i000000LTc9,Connector App,Active,Multi brand Affordable HL,Financial Connectors,LIC Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,3
HFFC-018291,aAZ2j000000085T,Connector App,Active,,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,3,2,7,5,2,2,3,1,,3,1,,,,,,1,1,2,3,2,14
HFFC-007527,aAZ0o000000GnX3,Branch Walk-In,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,3,,,,,,,,,,,,,
HFFC-016164,aAZ2j00000005MR,Connector App,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-024039,aAZ2j000000L0vJ,Business Development,Active,Multi brand Affordable HL,Micro Connector,Document Writer,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,9,6,3,2,14,9,4,1,8,68
HFFC-021614,aAZ2j0000000CNq,Business Development,Lead Stage,,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,
HFFC-025747,aAZ2j000000L3bR,Connector App,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,8,10,6,9,8,6,5,6,69
HFFC-000788,aAZ9000000000xy,Newspaper Ad,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Other HFC/Bank employee,1,,,,,,,,,,7,7,5,6,4,5,1,2,1,,1,,1,2,4,,,1,,,,,,5,3,2,2,3,9,1,1,3,8,3,2,7,2,5,3,4,5,6,4,5,6,,1,2,5,2,2,3,,30
HFFC-026372,aAZ2j000000L4aZ,Connector App,Active,One man show,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,2,1,8
HFFC-012640,aAZ2j00000000r0,Connector App,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-015144,aAZ2j0000000434,Existing Customer,Active,Multi brand Prime HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,8,3,3,4,5,3,2,,3,6,7,3,7,4,4,7,11,12,10,9,1,4,8,5,4,10,88
HFFC-016588,aAZ2j00000005uY,Existing Customer,Lead Stage,,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-004218,aAZ0o000000PGlJ,Branch Walk-In,Dormant Connector,,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,1,2,1,,,,,,,,,,,1
HFFC-004582,aAZ0o000000Cn21,Business Development,Never Active,Multi brand Affordable HL,Financial Connectors,Accountant,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-032684,aAZ5i000000LVmI,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4
HFFC-007167,aAZ0o000000Gn41,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Other HFC/Bank employee,0,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-022568,aAZ2j0000000Dcr,Connector Referral,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
HFFC-027266,aAZ5i000000L1GO,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2
HFFC-034020,aAZ5i000000LXr4,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-014879,aAZ2j00000003hm,Call Center,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,
HFFC-008021,aAZ0o000000GoAo,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-004954,aAZ0o000000CnW1,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,3,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-016785,aAZ2j00000006AM,Business Development,Dormant Connector,Multi brand Prime HL,Builder Ecosystem,Builder Employee,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,2,,,1,,,1,,,,,,,,,,,,,,,
HFFC-032839,aAZ5i000000LVyd,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
HFFC-020989,aAZ2j0000000BYx,Beat Mapping,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,
HFFC-032547,aAZ5i000000LVX7,Beat Mapping,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4
HFFC-012195,aAZ2j00000000H7,Connector App,Never Active,,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-031472,aAZ5i000000LTo5,Beat Mapping,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
HFFC-002398,aAZ90000000PEy7,Builder,Dormant Connector,Multi brand Affordable HL,Builder Ecosystem,Real Estate Agent/Broker,0,,,,,,,,,,,,,,4,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-022390,aAZ2j0000000DOL,Connector Referral,Dormant Connector,,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,2,1,,,,,2,8
HFFC-025886,aAZ2j000000L3sI,Business Development,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2
HFFC-029352,aAZ5i000000LGJB,Connector App,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,11
HFFC-011431,aAZ0o000000PN95,Beat Mapping,Lead Stage,,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
HFFC-014217,aAZ2j00000002qs,Connector App,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-032838,aAZ5i000000LVyY,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
HFFC-032109,aAZ5i000000LUsE,Business Development,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,7
HFFC-018287,aAZ2j0000000859,Beat Mapping,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
HFFC-025387,aAZ2j000000L30z,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,3
HFFC-007753,aAZ0o000000GnpH,Business Development,Lead Stage,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,
HFFC-019085,aAZ2j000000096r,Connector App,Dormant Connector,Multi brand Affordable HL,Construction Community,Carpenter,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,6,4,3,2,1,1,,,,,,,,,,,,,,,
HFFC-030991,aAZ5i000000LSOP,Business Development,Lead Stage,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2
HFFC-033616,aAZ5i000000LXEk,Connector App,Lead Stage,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4
HFFC-023071,aAZ2j000000KzLF,Beat Mapping,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Other HFC/Bank employee,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,
HFFC-022571,aAZ2j0000000Dd6,Connector App,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
HFFC-017444,aAZ2j00000006zj,Builder,Lead Stage,,Builder Ecosystem,Builder Employee,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-025362,aAZ2j000000L2yy,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2
HFFC-018507,aAZ2j00000008Mo,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1,2,1,,,,,,,1,8
HFFC-027466,aAZ5i000000L2zQ,Connector App,Dormant Connector,Multi brand Affordable HL,Builder Ecosystem,Builder Employee,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,,1,8
HFFC-010776,aAZ0o000000PMIG,Business Development,Lead Stage,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-026950,aAZ2j000000PBTn,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
HFFC-026228,aAZ2j000000L4Nz,Business Development,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,3,20
HFFC-015574,aAZ2j00000004bB,Branch Walk-In,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-033005,aAZ5i000000LWPc,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
HFFC-034017,aAZ5i000000LXqp,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-020786,aAZ2j0000000BIa,Business Development,Active,Multi brand Prime HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,1,1,15
HFFC-031938,aAZ5i000000LUbN,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
HFFC-020097,aAZ2j0000000APf,Connector App,Never Active,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
HFFC-034218,aAZ5i000000LY8P,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HFFC-030021,aAZ5i000000LKv4,InternPro,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2
HFFC-000577,aAZ9000000000gn,Beat Mapping,Dormant Connector,Multi brand Prime HL,Construction Community,Contractor,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-017899,aAZ2j00000007aG,Beat Mapping,Dormant Connector,,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,7,1,9,7,4,1,,,,,,,,,,,,,,,,
HFFC-006511,aAZ0o000000Cpo6,Other,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-016130,aAZ2j00000005Jh,Call Center,Never Active,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
HFFC-008639,aAZ0o000000GoyP,Business Development,Never Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-033526,aAZ5i000000LX7U,InternPro,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
HFFC-032557,aAZ5i000000LVXv,Branch Phone,Lead Stage,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
HFFC-024125,aAZ2j000000L13w,Beat Mapping,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,4,,,,1,2,,,,,8
HFFC-025667,aAZ2j000000L3Se,Business Development,Active,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,5
HFFC-025004,aAZ2j000000L2SY,Business Development,Lead Stage,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3
HFFC-024389,aAZ2j000000L1Xr,Business Development,Dormant Connector,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,4,3,2,3,,,,,,,12
HFFC-003800,aAZ0o000000PG1I,Outdoor Ad,Never Active,,,,0,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-000813,aAZ9000000000zz,Employee Referral,Dormant Connector,Multi brand Prime HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-031029,aAZ5i000000LSmH,Business Development,Lead Stage,Multi brand Affordable HL,Builder Ecosystem,Builder,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,2
HFFC-025108,aAZ2j000000L2bf,Beat Mapping,Lead Stage,One man show,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2
HFFC-032306,aAZ5i000000LVCx,Connector App,Lead Stage,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
HFFC-011426,aAZ0o000000PN8g,Employee Referral,Dormant Connector,Multi brand Prime HL,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFFC-031495,aAZ5i000000LTqL,Connector App,Active,Multi brand Prime HL,Financial Connectors,CA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2
HFFC-030654,aAZ5i000000LPNx,Connector App,Lead Stage,Multi brand Affordable HL,Financial Connectors,Home Loan Agent,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3
HFFC-018859,aAZ2j00000008oi,Business Development,Lead Stage,,Financial Connectors,Home Loan Agent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
